whiskey,Match_1,Reco_1,Match_2,Reco_2,Match_3,Reco_3,Match_4,Reco_4,Match_5,Reco_5,Match_6,Reco_6,Match_7,Reco_7,Match_8,Reco_8,Match_9,Reco_9,Match_10,Reco_10,Match_11,Reco_11,Match_12,Reco_12,Match_13,Reco_13,Match_14,Reco_14,Match_15,Reco_15,Match_16,Reco_16,Match_17,Reco_17,Match_18,Reco_18,Match_19,Reco_19,Match_20,Reco_20
Jura Prophecy,0.896675587606649,Ledaig 10,0.8772367187157942,Bruichladdich Port Charlotte 10,0.8682981852274881,Bowmore 12,0.8654427298120458,Bowmore 18,0.8629981141685685,Compass Box Peat Monster,0.859660596421071,Ardbeg Corryvreckan,0.8583592059601484,Jura Superstition,0.8572021095468987,Bruichladdich Octomore 6.1,0.8548018904566821,BenRiach 10 Curiositas,0.8510277318363189,Bowmore 15 Darkest,0.8492738629414697,Ardmore Traditional Cask Peated,0.8488510089481193,Connemara Peated,0.8473695405052463,Longrow Peated,0.8453329450740447,Caol Ila 12,0.8438560367139942,Laphroaig 10 Cask Strength,0.8412936414149845,Lagavulin 12,0.8409632937492042,Springbank 10,0.8392570146181279,Lagavulin 16,0.8348217984882507,Highland Park 15 Loki,0.830478842976428,Ardbeg 10
Ardbeg Day,0.8895570207817378,Laphroaig Triplewood,0.8894103995258078,Lagavulin 16,0.8843782487904475,Bowmore 15 Darkest,0.8789677509278657,Ardbeg Ardbog,0.876678809011437,Ardbeg Airigh Nam Beist 1990,0.8744013844010474,Finlaggan Old Reserve,0.8714581071586256,Longrow Peated,0.8714283177242139,Ardbeg Uigeadail,0.8702991859831742,Bunnahabhain Toiteach,0.870136391669363,Bruichladdich Port Charlotte PC7 Sin an Doigh Ileach,0.8696774082478116,Talisker 18,0.8677942133649331,Ardbeg Corryvreckan,0.8671968079305743,Laphroaig 10 Cask Strength,0.8653450913730777,Ardbeg Galileo,0.8631990831960004,Laphroaig 18,0.860967985703377,Compass Box Peat Monster,0.8583201752903962,Kilchoman Sherry Cask Release,0.8545658644531391,Caol Ila 12,0.853342737552791,Laphroaig Cairdeas 2014 Amontillado,0.8524850097264489,Kilchoman Machir Bay
Four Roses Single Barrel Private Selection OBSQ,0.9214985196715451,Thomas H. Handy 2013,0.9113459241855301,Colonel E.H. Taylor Straight Rye,0.9095055998952846,Willett Family Estate Rye 4y,0.9011854376670758,Smooth Ambler Old Scout Rye 7,0.9005289004062961,High West Bourye,0.8947945577405283,Russell's Reserve Single Barrel Rye,0.89430488224212,Rittenhouse Rye 100,0.8929784794356563,High West Son of Bourye,0.8918280011448513,Four Roses Small Batch Limited Edition 2014,0.8870401241822119,Bulleit Bourbon 10,0.884800634101685,Four Roses Single Barrel Private Selection OBSK,0.884039991778019,Pikesville Rye,0.8793760284917995,Four Roses Single Barrel Private Selection OBSF,0.8790558142186449,Four Roses Single Barrel Private Selection OESK,0.872563746731824,High West A Midwinter Nights Dram,0.872235017738218,Thomas H. Handy 2014,0.8680116294254199,Knob Creek Rye,0.8650941867202191,Willett Family Estate Rye 3y,0.8621632525477667,Four Roses Single Barrel Private Selection OESF,0.8614796819980088,Four Roses Small Batch Limited Edition 2013 125th Anniversary
Talisker 25,0.8773470577454832,Talisker 18,0.8635216522874494,Talisker 57° North,0.858238590310533,Talisker 10,0.8537451170270789,Johnnie Walker Green Label,0.849738282294991,Ardbeg Galileo,0.8416810446410097,Balvenie 17 Peated Cask,0.8368526133327335,Laphroaig Cairdeas 2016 Madeira,0.832848396780317,Laphroaig 18,0.8278160331447699,Oban 14,0.8227764143147107,Ardbeg Airigh Nam Beist 1990,0.8188282823086326,Lagavulin 8,0.8175074091679275,Laphroaig 15,0.8173166996169302,Laphroaig Cairdeas 2012 Origin,0.8156575340676647,Caol Ila 12,0.8087090481412589,Ardmore Traditional Cask Peated,0.8048033993655168,Lagavulin 16,0.7991769365910006,Ardbeg Ardbog,0.7965304392315451,Ardbeg Corryvreckan,0.7920612342289974,Finlaggan Old Reserve,0.791551198220535,Springbank 15
Old Ezra 101,0.9054648835143577,Henry McKenna 10 Single Barrel,0.8998549617879199,Old Weller Antique 107,0.8941005687712087,Heaven Hill 6 Bottled in Bond,0.8940604724721144,Colonel E.H. Taylor Small Batch,0.8914441849943542,Blanton's Original Single Barrel,0.890478433511126,Wild Turkey Rare Breed,0.8882938312577057,Old Rip Van Winkle 10,0.8848968291603234,Old Grand Dad 114,0.8844734605463664,Rock Hill Farms Single Barrel Bourbon,0.8831994143479496,Elmer T. Lee,0.8750184069084728,Evan Williams White Label Bottled in Bond,0.8725429020645519,Russell's Reserve Single Barrel Bourbon,0.8711337980120188,Wild Turkey 101,0.8636745267690513,W.L. Weller 12,0.8622714007170992,Eagle Rare 10,0.8563241260175021,Blanton's Straight from the Barrel,0.8552446073059944,Noah's Mill,0.8545644977092293,Old Forester 1920,0.854294172884955,Old Grand Dad 100 Bottled in Bond,0.8517754161553459,Four Roses Small Batch
Compass Box Flaming Heart 15th Anniversary Edition,0.8960769639084935,Talisker 18,0.8861947600889214,Springbank 15,0.8789994446532895,Benromach 10,0.8652467171480778,Bruichladdich Port Charlotte Scottish Barley,0.864185413163763,Lagavulin 12,0.8632636278202284,Lagavulin 8,0.8520310994876403,Talisker 57° North,0.8455901674488682,Springbank 10,0.8451490225333907,Lagavulin 16,0.8413921202734824,Talisker Storm,0.834421107151587,Laphroaig 18,0.8335360970476405,Kilchoman Sanaig,0.8335323937731404,Bowmore 15 Laimrig,0.8327045830767642,Caol Ila 12,0.8271250959682345,Ledaig 10,0.8258119073739459,Laphroaig Lore,0.8249077815140673,Oban 14,0.8222664966684627,Laphroaig Quarter Cask,0.821504382205921,Ardbeg Uigeadail,0.8197099349193734,Laphroaig 15
Bowmore 15 Laimrig,0.8831089038637916,Bowmore 15 Darkest,0.8685972676036906,Lagavulin 1995 Distillers Edition,0.8682026526511375,Springbank 15,0.8626798426485791,Benromach 10 100 Proof,0.85553638529669,Bowmore 18,0.8511189743249743,Springbank 12 Cask Strength,0.8489126966707862,Kilchoman Loch Gorm,0.8423171832926246,Lagavulin 1997 Distillers Edition,0.8392402665201267,Benromach 10,0.8391292675879154,Talisker Distiller's Edition 2012,0.8385240458994062,Ardbeg Uigeadail,0.8156684410894591,Lagavulin 8,0.8136417430735148,Highland Park Dark Origins,0.7955340269205595,Kilchoman Sanaig,0.790492086076582,Laphroaig PX Cask,0.7855460397144153,Ardbeg 10,0.7825344928202117,Bunnahabhain 12,0.780219861238491,Amrut Fusion,0.7778302178139521,Talisker 18,0.7776616897810426,Laphroaig Triplewood
Redbreast 15,0.8990421276011528,Redbreast 12,0.8839448927380976,Redbreast 12 Cask Strength,0.8671447360248266,Yellow Spot,0.8488432732893819,Monkey Shoulder,0.8456146793619223,Green Spot,0.8453539608564916,Glenlivet 18,0.8448138665831424,Glenlivet 21 Archive,0.8444430319528577,Redbreast 21,0.8355923263796664,Bushmills 10,0.8332639227017036,Balvenie 15 Single Barrel,0.8296560634268424,Glenmorangie Astar,0.8279188050831751,Bushmills Black Bush,0.823685629093015,Deanston 12,0.8216768703438764,Jameson,0.821523250573048,Arran 10,0.8073312749953212,Glenfarclas 12,0.8023656590598544,Balvenie 12 Single Barrel First Fill,0.7996801985924717,Glengoyne 17,0.7892774601197576,Glenfarclas 15,0.7869994913056548,Glenfiddich 15
Dalmore 1263 King Alexander III,0.8698015573727371,Dalmore 15,0.8498364615409796,Glengoyne 17,0.8450140148492412,Bruichladdich Black Art 4.1,0.8391733919266401,Glenfarclas 15,0.8362774994675801,Dalmore 12,0.8288542008287565,Balvenie 15 Single Barrel Sherry Cask,0.8250804571512947,Edradour 10,0.8248540627615006,Glengoyne 21,0.8172589823731804,Bruichladdich Black Art 3.1,0.8168451255816565,Glengoyne 25,0.8152165585082061,Bruichladdich Black Art 2.2,0.8018425588065227,Bunnahabhain 18,0.7989521237014943,Tobermory 15,0.7896829835249275,GlenDronach 15 Revival,0.7885671509330119,Springbank 12 Cask Strength,0.7877961259282384,Macallan 12 Sherry,0.7872903479039035,GlenDronach 21 Parliament,0.7833409406767868,Aberlour A'bunadh batch #47,0.7820948317573797,Glenfarclas 105 Cask Strength,0.7805551153337926,Macallan 18 Sherry
Glenmorangie Artein,0.8088516245306097,Glenmorangie Nectar D'Or 12,0.739692221500331,Glenmorangie 10 Original,0.7393547360095531,Glengoyne 17,0.7371082525869277,Glenmorangie Astar,0.7255224465922236,Balvenie 17 Madeira Cask,0.7232774873735626,Glenmorangie 18,0.7104531512514983,Glenfarclas 12,0.7002467738157677,Glenmorangie 12 Quinta Ruban,0.6940357000695221,Bruichladdich Black Art 2.2,0.6885360585607488,Aberlour 12 Non Chill Filtered,0.6849844115681687,Arran 14,0.6798664831141655,Balvenie 21 Portwood,0.6750129665782348,AnCnoc 12,0.6712911223728903,Arran Amarone Cask Finish,0.67029889185816,Arran 10,0.6686009821960155,Balvenie 12 Doublewood,0.6657218324580002,Arran Port Cask Finish,0.6656040430303883,Oban 14,0.6655246699135018,Clynelish 14,0.6647318303639773,Dalmore 12
Tomatin 18,0.8803283123195991,Glenfarclas 25,0.8693322403279817,Glenfarclas 15,0.8619818424914836,Glenfarclas 12,0.8569405256424586,Glengoyne 21,0.855380749685211,Glenlivet 18,0.8529337052317467,Bruichladdich Black Art 3.1,0.8518642631349882,Tomatin 12,0.8473566029271284,Bruichladdich Black Art 2.2,0.8430444344487389,Glenfarclas 17,0.8398743419535428,Macallan 15 Fine Oak,0.8299707897296484,Glenmorangie Lasanta,0.8282034073011662,Bunnahabhain 12,0.8269609410734312,Glen Garioch 12,0.8266558439866121,Balvenie 17 Doublewood,0.8251096259931401,Arran 10,0.8225925362314669,Aberlour 12 Double Cask Matured,0.8205026287177263,Highland Park 18,0.8201506411609747,Glenfarclas 105 Cask Strength,0.8185545823042817,Macallan 12 Sherry,0.8169986156417838,Macallan 18 Sherry
Bernheim Original Small Batch Wheat Whiskey,0.8600154773482173,Parker's Heritage Collection 8th: Wheat Whiskey,0.8493296353660593,W.L. Weller 12,0.8408233522796167,Larceny Small Batch Bourbon,0.8322516471653142,Maker's Mark,0.8310850548873743,Elmer T. Lee,0.8165377388316993,Eagle Rare 10,0.8132335835638693,Four Roses Small Batch,0.8074831886162493,Four Roses Single Barrel,0.8039616388415549,Colonel E.H. Taylor Small Batch,0.8013293959767239,Woodford Reserve Distiller's Select,0.795076468897775,Wild Turkey Rare Breed,0.7949890625707441,William Larue Weller 2013,0.7947641919491264,1792 Sweet Wheat,0.7932939042258425,Blanton's Original Single Barrel,0.7926082757734432,Henry McKenna 10 Single Barrel,0.7925622969801274,Buffalo Trace,0.7890772973356508,Booker's Bourbon,0.7861025996507256,Wild Turkey 101,0.7801761705711221,Evan Williams Black Label,0.7768900180305107,Old Weller Antique 107
High West Son of Bourye,0.9148420149511183,Willett Family Estate Rye 4y,0.9134520137018118,Sazerac Rye,0.8995371306103725,High West Double Rye,0.8807493131148567,Four Roses Single Barrel Private Selection OBSQ,0.8796919237852858,High West Bourye,0.8780123634384318,Rittenhouse Rye 100,0.87794869623415,Colonel E.H. Taylor Straight Rye,0.8779222790551928,Thomas H. Handy 2013,0.8775725057440921,High West Rendezvous Rye,0.8771989887784968,Smooth Ambler Old Scout Rye 7,0.8767480127815702,Bulleit Bourbon 10,0.874748035855603,Four Roses Small Batch,0.8746163240246442,1792 Ridgemont Reserve,0.8722935738549289,Bulleit Bourbon,0.8662923308374972,Wild Turkey 101 Rye,0.8598264892762738,Willett Family Estate Rye 2y,0.8592742245130353,WhistlePig 10 Straight Rye,0.8514409893248237,Bulleit Rye,0.8503291627237153,Old Grand Dad 100 Bottled in Bond,0.8479660831497526,High West A Midwinter Nights Dram
Springbank 12 Burgundy,0.8116375546247366,Bruichladdich Black Art 3.1,0.8063261684289669,Longrow Red 13 Malbec,0.7911766952398757,Longrow Red 11 Australian Shiraz,0.7799826380167372,Springbank 15,0.7635383691592456,Ledaig 18,0.7580866590054589,Springbank 18,0.7574929697618575,Arran Amarone Cask Finish,0.7482878908312826,Ledaig 7 /r/Scotch Community Cask,0.747736201049666,Bruichladdich Port Charlotte PC12 Oileanach Furachail,0.740737282732915,Ardbeg Ardbog,0.740216453975894,Benromach 10 100 Proof,0.7348281443600002,Bruichladdich Octomore 7.2,0.7347554977308326,Longrow Red 12 Fresh Pinot Noir Cask,0.7324391239169055,Highland Park 15,0.7313141140798161,Laphroaig Cairdeas 2014 Amontillado,0.729014041185286,Longrow Red 11 Fresh Port Cask,0.725758604447436,BenRiach 17 Solstice,0.7254784076898892,Kilchoman Sanaig,0.7231874653570132,Dalmore 1263 King Alexander III,0.7220256194684342,Kilkerran 12
Aultmore 12,0.8613069670460434,Craigellachie 13,0.8503573150666192,Deanston 12,0.8488529837427901,Arran 10,0.847969742646266,Aberfeldy 12,0.8381873115880308,Auchentoshan Classic,0.8372592839848786,Compass Box Great King St. Artist's Blend,0.8205516093690087,Deanston Virgin Oak,0.8190735495608712,Hazelburn 10,0.8061965992971533,Royal Lochnagar 12,0.8043875870201025,Tobermory 10,0.8019200353956534,Monkey Shoulder,0.786902114256542,Compass Box Enlightenment,0.7866012701557156,Balvenie 12 Single Barrel First Fill,0.7753691758024341,Glen Garioch Founder's Reserve,0.7696895168646862,Dalwhinnie 15,0.7687508877504046,Cragganmore 12,0.7685854289900959,AnCnoc 12,0.7628963408826505,Cardhu 12,0.7617191097254139,Glenmorangie 18,0.7594160906279704,Clynelish 14
Highland Park 15 Loki,0.9017653618185004,Ardbeg Galileo,0.8928734103596611,Bunnahabhain Toiteach,0.8913995785382427,Bruichladdich Port Charlotte PC7 Sin an Doigh Ileach,0.8701847282127834,Kilchoman Machir Bay,0.8694598953039707,Caol Ila 12,0.8676525012432319,Laphroaig Triplewood,0.8643925425844456,Caol Ila Distiller's Edition,0.8638855235933467,Balvenie 17 Peated Cask,0.8633341326379506,Jura Superstition,0.8617426463862257,Ardbeg Ardbog,0.8611046098907846,Laphroaig 18,0.860000892615602,Finlaggan Old Reserve,0.8582612502343345,Laphroaig 10 Cask Strength,0.8578917205453511,Ardbeg Corryvreckan,0.8560485053493335,Ardbeg 10,0.8520322472540403,Ardmore Traditional Cask Peated,0.8517692726098266,Bruichladdich Port Charlotte The Peat Project,0.8508527272097051,Lagavulin 16,0.8482834321721086,Lagavulin 12,0.8450163561028152,Bruichladdich Octomore 4.2_167 Comus
BenRiach 12,0.9036126284646997,Glenmorangie Astar,0.8987573841036903,Balvenie 15 Single Barrel,0.884468585039611,Deanston 12,0.8822432429961371,Glenfiddich 15,0.8808680970824415,Balvenie 12 Single Barrel First Fill,0.8773301736255341,Glenlivet 18,0.8763570493570717,Glenlivet 15 French Oak Reserve,0.8760079901685134,Aberfeldy 12,0.8757124045060238,Glenfiddich 12,0.8712744185505805,Glenlivet 16 Nadurra,0.8679515729572643,Arran 14,0.8676256382066618,Glenfiddich 18,0.8643394263810127,Glenlivet 12,0.8603642892207303,Clynelish 14,0.8595582416978683,Monkey Shoulder,0.8552797146180926,Glenmorangie 10 Original,0.8535377463269291,Bushmills Black Bush,0.849465161036141,Cragganmore 12,0.8438012835085497,Balvenie 14 Caribbean Cask,0.8432846959600886,AnCnoc 12
Wild Turkey 101 Rye,0.9390896696420932,Rittenhouse Rye 100,0.9317460822961542,Sazerac Rye,0.9313952941462105,High West Rendezvous Rye,0.9270731855384008,High West Double Rye,0.9243141975660192,Willett Family Estate Rye 4y,0.9212619085400129,WhistlePig 10 Straight Rye,0.9148746225640859,Michter's 10 Rye,0.8982113150271717,Pikesville Rye,0.8970356828837115,High West Son of Bourye,0.8906363219122858,Bulleit Rye,0.8900851575432965,Thomas H. Handy 2013,0.8844387377843015,Russell's Reserve Single Barrel Rye,0.8777094889218842,Breckenridge Bourbon,0.8720375906782712,Colonel E.H. Taylor Straight Rye,0.8696537728848426,Lot No. 40,0.8695340492842728,Willett Family Estate Rye 3y,0.8675954307560448,Wild Turkey Forgiven,0.8621387911149544,High West Bourye,0.8610846889355608,Bulleit Bourbon,0.8575517040653675,Michter's Barrel Strength Rye
Willett Family Estate Rye 2y,0.8647240834217784,Smooth Ambler Old Scout Rye 7,0.8596866458153312,High West Son of Bourye,0.8527448562949913,Colonel E.H. Taylor Straight Rye,0.8477958463303186,High West Bourye,0.8470356120321467,Sazerac Rye,0.8468183300975792,Willett Family Estate Rye 4y,0.8408514999682901,WhistlePig 10 Straight Rye,0.833223419057157,Pikesville Rye,0.8331577009062647,High West Double Rye,0.828602805031301,Willett Family Estate Rye 3y,0.8284876697958241,Four Roses Small Batch,0.8226075576531507,Old Grand Dad 114,0.8176110489568084,Smooth Ambler Old Scout Rye 8,0.8122031064594067,Michter's 10 Rye,0.8118879164701229,Russell's Reserve Single Barrel Rye,0.8098335919343485,Wild Turkey 101 Rye,0.8050750213609116,Michter's Barrel Strength Rye,0.8017761948352777,Four Roses Single Barrel Private Selection OBSQ,0.8015612859139141,High West A Midwinter Nights Dram,0.7966833119557346,Bulleit Rye
Glenlivet Nadurra Oloroso,0.893403189770789,Macallan Sherry Cask Strength,0.8920262904660956,Balvenie 15 Single Barrel Sherry Cask,0.880925442362023,Aberlour A'bunadh batch #45,0.863982500985935,Aberlour 12 Non Chill Filtered,0.8538994234268054,BenRiach 12 Sherry Matured,0.8474326629321756,Dalmore 15,0.8452101725162434,GlenDronach 12 Original,0.8431928912487525,Macallan Edition No. 2,0.8425170246695924,Kavalan Solist Sherry,0.841543622419499,Glenfarclas 105 Cask Strength,0.8396685230966526,Glenfarclas 12,0.8381381583437882,Glenmorangie Lasanta,0.8355195896929666,Glenfarclas 15,0.8328956833813123,GlenDronach 15 Revival,0.8317704131630312,Macallan 12,0.8253260226526395,Aberlour 12 Double Cask Matured,0.8249027490349955,Glenfarclas 17,0.824649584504052,Glenfarclas 25,0.8197194812025593,GlenDronach Cask Strength,0.8161205686734962,Macallan Classic Cut 2017
Parker's Heritage Collection 8th: Wheat Whiskey,0.8946652043728663,William Larue Weller 2013,0.8783763154192187,Maker's Mark Cask Strength,0.8736671564801901,Maker's Mark 46,0.8709880868302589,W.L. Weller 12,0.8696711924920877,Bernheim Original Small Batch Wheat Whiskey,0.8660589685228466,Larceny Small Batch Bourbon,0.8425775396910169,Old Weller Antique 107,0.839727102958608,Colonel E.H. Taylor Small Batch,0.8389862866642639,Blanton's Straight from the Barrel,0.8380531838183762,Old Rip Van Winkle 10,0.8294570452072138,Elmer T. Lee,0.8281190420840245,Eagle Rare 10,0.8277643308926503,Booker's Bourbon,0.8272647689492948,Henry McKenna 10 Single Barrel,0.8269727978495615,Elijah Craig 12,0.8240489917010758,Colonel E.H. Taylor Single Barrel,0.8239086005513474,Colonel E.H. Taylor Barrel Proof,0.8234416075108216,Wild Turkey Rare Breed,0.8215848739649633,Russell's Reserve Single Barrel Bourbon,0.8195888152543453,1792 Sweet Wheat
Bruichladdich Port Charlotte 10,0.8843324351603101,Bruichladdich Port Charlotte The Peat Project,0.884281595777336,Compass Box Peat Monster,0.8763271910499725,Laphroaig 10 Cask Strength,0.8638295945637213,Jura Prophecy,0.860437442582706,Ardbeg 10,0.8504761140216321,Laphroaig Quarter Cask,0.8490811443610256,Ardbeg Corryvreckan,0.8418595703337068,Ardbeg Airigh Nam Beist 1990,0.8407831821974624,Bruichladdich Octomore 6.1,0.8374170967224434,Bruichladdich Port Charlotte PC7 Sin an Doigh Ileach,0.8355386849249454,Caol Ila 12,0.8328728355152448,Finlaggan Old Reserve,0.8328452228356427,Lagavulin 16,0.8307671659977824,Bunnahabhain Toiteach,0.8268825214664242,Ardbeg Uigeadail,0.8247505238290721,Longrow Peated,0.8174911421453207,Ardbeg Perpetuum,0.8141032282923583,Highland Park 12,0.811977687939702,Lagavulin 12,0.808960779271483,Caol Ila 18
Dewar's 12,0.8975739712913686,Johnnie Walker Gold Label,0.8937600810185424,Chivas Regal 12,0.8823743695617003,Cutty Sark,0.8815178912505222,Speyburn 10,0.8645406381483703,Dewar's White Label,0.8615815982063115,Johnnie Walker Black Label,0.8594416269680901,Jameson,0.8579763042270335,Compass Box Great King St. Artist's Blend,0.8541936941190176,Black Bottle,0.8338573335198279,Johnnie Walker Red Label,0.83374643240439,J&B Rare,0.83142839840453,Aberfeldy 12,0.8178888614260333,Glenlivet 12,0.8157759244967213,Johnnie Walker Platinum Label,0.8128486578572491,Dimple Pinch 15,0.8068907217840178,Cragganmore 12,0.8023090779771294,Glenmorangie 10 Original,0.7993172107457301,Johnnie Walker Green Label,0.7978599661746735,AnCnoc 12,0.7966934775272252,Black Grouse
Kilchoman Loch Gorm,0.8902232422390963,Kilchoman Sanaig,0.8844280774206413,Laphroaig PX Cask,0.8652044295212451,Bowmore 15 Darkest,0.8589455264331884,Kilchoman Machir Bay,0.8581179774046006,Laphroaig Lore,0.8544931362058302,Bowmore 15 Laimrig,0.8537949479121085,Ardbeg Uigeadail,0.8500519882745409,Lagavulin 12,0.8466953094453414,Bruichladdich Octomore 6.1,0.8426147971726407,Laphroaig Cairdeas 2013 Portwood,0.8376848067920597,Lagavulin 16,0.8351731154741342,Ardbeg Corryvreckan,0.834015818317033,Laphroaig 18,0.8325207936923775,Ledaig 18,0.8322248384502358,Ardbeg Dark Cove Committee Release,0.8319305006225618,Laphroaig Triplewood,0.8318856013839404,Laphroaig Cairdeas 2014 Amontillado,0.8309829217556168,Ardbeg Airigh Nam Beist 1990,0.8296471576015831,Ardbeg Ardbog,0.8294545675791533,Bruichladdich Port Charlotte Scottish Barley
